SecurityID,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7
600012.SH,0.6209886051486548,-0.3596595745600023,0.323610884635399,-0.07766880669530002,0.37979626895300295,0.16366956312637532,-0.0644612419804049,-0.44617654688767794
600013.SH,0.8401298471586419,-0.06825480020771543,-0.13492147670930452,0.39956465762869914,0.22947982993181484,-0.14593902624236516,0.04801680378281735,-0.18815577718162363
600014.SH,0.8567490761906649,0.029787923659119215,-0.21708852262234693,0.08367732714611892,0.169491230669181,0.2623507189371431,-0.08678687363629431,-0.3253878299532686
600015.SH,0.4237457484895827,-0.15414095474281903,-0.052650026184163916,0.020751759814337273,-0.10346435537600891,0.1138647275005,0.8763669295388027,0.04228949898007285
600016.SH,0.5476523038542304,-0.3099135821461962,0.4159946526178248,-0.21790164301149206,0.15273869246162425,-0.29996074095440395,-0.02128882544811039,0.5193641114603245
600017.SH,0.8004857334663025,-0.2563199080206975,0.18575551328957118,-0.3281221882888408,0.0169035903410338,-0.34189539005449604,0.12877015751487772,-0.13264038423838972
600018.SH,0.6501458312516252,0.1189847700508085,-0.029939383444565135,-0.0071430488652122915,0.033233753575896655,-0.434538901333789,0.22587344374807497,-0.5667965076058809
600019.SH,0.6066330389818142,-0.10911394360685492,0.025026637709500178,0.3609524018491291,-0.36292898853429756,-0.1893695484283847,-0.35799843305792944,-0.4398140285030933
600020.SH,0.9111479385456885,0.32095428111226315,-0.015261266088458006,0.012042575664181215,0.17874352834223117,0.0314381877208132,-0.17264048526691778,-0.06064245974403219
600021.SH,0.46107452909765406,-0.3774599389263832,0.23657845026923974,-0.11165795070987493,0.03947875588171638,0.2891337502049005,0.2768057977772607,-0.6439868513237829
600022.SH,0.6185670701382726,-0.018165911610552393,-0.30181116304991606,0.26104791415220424,-0.1860355226980208,-0.01149206775176365,0.6326568249870931,-0.15103922087214613
600023.SH,0.6644549598964258,0.0008062537590950277,-0.24867955526057925,0.37317025387470065,0.09974088142081398,-0.5121061472827,-0.2832922878944097,-0.07032728311705652
600024.SH,0.7425690187332354,-0.028039774517153747,-0.18891953525262578,0.007849613721089917,0.4005794025447265,0.03090613193370506,0.500347990148597,0.016901427366175097
600025.SH,0.6612938634833465,-0.02116167376913381,-0.25635679381256765,0.15658413218686473,0.17256858094403463,0.5574000775934447,0.3076946049736873,0.19197521177447743
600026.SH,0.8207558813275396,0.21732086225619124,-0.1789194636671958,0.20677964170199747,0.23425718741706925,-0.2163794665467926,-0.20254411658434734,0.24827567104038134
600027.SH,0.3628596776585437,0.736903481117476,-0.17458082347675014,-0.45311617135923743,0.12938624476772628,-0.1882486298015392,-0.09365728754183739,-0.16900695460975676
600028.SH,0.7240475801172411,-0.17577621689770243,-0.006769974990767971,0.13847353528931114,-0.5019194334554871,-0.3634090192981192,0.16577646994359185,-0.11902100565928231
600029.SH,0.6436615845214316,-0.274771778222419,-0.16640456566707898,0.1440918143799251,-0.6338817985675965,-0.23909595433819417,-0.030350411297244282,0.043048189922539434
600030.SH,0.7851735170714438,0.20462034010690197,-0.061652821808838666,-0.45908718498213896,0.001897665933774636,0.021388521905948112,0.3330452590867773,0.12526266820917492
600031.SH,0.4740361851382694,-0.1567670359191478,-0.3855009037709219,-0.29717687081769406,-0.6379414645676003,-0.16847319154069007,-0.06046623407920041,0.2734594272011948
600032.SH,0.7707911217071292,-0.34422637557011376,0.32859356136306245,-0.3348136818720734,-0.05528673735198214,-0.14279765943155723,0.20183424673819284,-0.05595052188141023
600033.SH,0.5465080912853248,0.12450850827482758,0.42013776303776795,0.4819031439744271,0.3215970042049695,-0.3107333481572464,0.23338628602165734,0.1504365386148753
600034.SH,0.5236918897628017,-0.2088391110139238,-0.16409690921759548,0.16627499354748035,-0.2952899240192354,-0.6312919855085858,-0.07998715214553163,0.3680138672802786
600035.SH,0.8357239175894873,-0.32909615607464576,-0.07129582051111996,-0.0788191326409351,-0.059527483317421595,0.1089934102636311,0.07830844751722352,0.4005126792369869
