TradingDate,SecurityID,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
2024.06.17,000011.SZ,-0.08581175,-0.06777027,0.09933125,0.056324307,-0.13334087,-0.04081374,-0.07559958,-0.56009704,-0.032205876,0.15025239,0.26409873,0.22917114,-0.2999301,-0.078477144,0.42285937,-0.27875698
2024.06.17,000012.SZ,0.08605465,0.09953013,-0.29321542,-0.092690654,0.17019337,-0.18887791,-0.29233468,-0.4681525,-0.101131804,0.09118402,0.11015955,0.51258165,-0.33991253,-0.2973256,0.13519226,-0.20442621
2024.06.17,000013.SZ,-0.27959466,0.0040541515,0.24287152,0.22139433,0.058138255,-0.07133111,-0.16887072,-0.49816778,-0.030375091,0.06906393,0.30809876,0.01517782,-0.4807486,0.087398045,0.559329,0.027465757
2024.06.17,000014.SZ,0.13804422,0.20804527,-0.020641122,-0.0500343,0.097227335,-0.25885364,-0.073833324,-0.5365847,-0.03586244,0.17918979,0.09314238,0.24125648,-0.18585917,-0.18966505,0.26343295,-0.21012811
2024.06.17,000015.SZ,-0.14424773,-0.07511433,0.291424,0.19549096,-0.21951625,0.04441598,0.164085,-0.6084276,-0.0642962,0.17337945,0.38172683,-0.06340182,-0.3505758,0.05545849,0.56500155,-0.20159012
2024.06.17,000016.SZ,0.04744695,0.12764807,-0.17355104,0.033766787,0.17667022,-0.20680231,-0.19699925,-0.4978476,-0.117704004,0.11822602,0.12889463,0.3569678,-0.42370036,-0.18012896,0.28625917,-0.10779558
2024.06.17,000017.SZ,-0.1278745,0.16240817,0.46573374,0.27894953,0.01664823,-0.20930247,0.27335688,-0.5514978,0.0013185694,0.30395213,0.21627623,-0.2930838,-0.1999915,0.29833415,0.60916245,-0.029718526
2024.06.17,000018.SZ,0.024456704,0.035467986,-0.08707804,-0.080960676,-0.01765397,-0.2734269,-0.25348777,-0.5402538,-0.02951671,0.1296543,0.11315728,0.40307817,-0.22465408,-0.20380716,0.26435453,-0.22338478
2024.06.17,000019.SZ,0.11435559,0.2134994,0.14316364,0.05817689,0.08712772,-0.261343,0.16007525,-0.52052057,-0.02576034,0.30534875,0.08066246,0.08485804,-0.085872374,0.037953563,0.34624827,-0.20221157
2024.06.17,000020.SZ,0.20369467,0.40153646,0.06989387,-0.116276726,0.29592642,-0.4175187,0.12708071,-0.4067344,0.037176568,0.31756333,-0.03742185,0.16706552,0.22608177,-0.022806734,0.07655465,-0.11580686
2024.06.17,000021.SZ,-0.0671256,-0.031148665,0.2002534,0.12201299,-0.18006065,0.207302,0.22998206,-0.57792616,-0.06200324,0.1437319,0.43230012,-0.003863509,-0.33432975,-0.069120675,0.4441283,-0.26301593
2024.06.17,000022.SZ,0.3119713,0.36554486,-0.28068835,-0.12342587,0.3505297,-0.39718708,-0.14388569,-0.45224044,-0.06955903,0.22060244,-0.10361143,0.43149263,-0.19530858,-0.2593056,0.034352627,-0.15738283
2024.06.17,000023.SZ,-0.17505963,0.19807693,0.32396024,0.24845771,0.21967521,-0.26051348,0.08533097,-0.4401266,-0.019255182,0.24609978,0.16865619,-0.12163745,-0.25418407,0.2755012,0.5189346,0.10244712
2024.06.17,000024.SZ,-0.12127711,0.15136477,0.053147897,0.07572152,0.19969536,-0.14642167,-0.2195732,-0.46213058,-0.032605767,0.05576885,0.22209202,0.1665751,-0.39844647,-0.0954982,0.3749877,0.0044724615
2024.06.17,000025.SZ,0.1899352,0.19874363,-0.09757092,-0.004400873,0.13555475,-0.19908652,0.056149878,-0.5090908,-0.08812685,0.2462246,0.08221347,0.28485882,-0.21501505,-0.13502826,0.22512934,-0.24290657
2024.06.17,000026.SZ,0.08646275,0.18257742,0.15085012,0.028976604,0.060039025,-0.26609007,0.09789284,-0.5124056,0.01544093,0.29417145,0.06995527,0.13219813,-0.07143479,0.035406295,0.3257271,-0.21110535
2024.06.17,000027.SZ,-0.17496851,-0.18942076,-0.23553704,-0.12520452,-0.12316925,0.27818704,-0.41743886,-0.51553243,-0.084879324,-0.1744483,0.47506988,0.50969994,-0.49974552,-0.47673553,0.2156748,-0.29702082
2024.06.17,000028.SZ,0.19687352,0.36413005,-0.15566196,-0.15686136,0.32085785,-0.25833935,-0.189428,-0.43760857,0.0006198212,0.097538956,0.05720969,0.32292894,-0.19171543,-0.32068658,0.046682775,-0.10603813
2024.06.17,000029.SZ,-0.14426793,0.09823819,0.14260347,0.10971088,0.12592809,-0.04314325,-0.04651375,-0.45958963,-0.045579482,0.117405415,0.28716913,0.09214455,-0.29733646,-0.00979752,0.40641612,-0.08123462
2024.06.17,000030.SZ,-0.17233205,0.13061969,0.26523182,0.08879518,0.08907312,-0.028635502,-0.050100204,-0.47815442,0.011445039,0.082768336,0.32212457,-0.028112378,-0.24371211,-0.025058022,0.43870267,-0.07352063
2024.06.17,000031.SZ,0.112277806,0.1531448,0.011209033,-0.017996797,0.015213016,-0.13510299,-0.0065518483,-0.5634308,-0.050382648,0.15822056,0.18779798,0.19032612,-0.25115252,-0.20390722,0.30746847,-0.24141477
2024.06.17,000032.SZ,0.22724372,0.43977165,0.1313902,0.0034873195,0.3250397,-0.4198872,0.2873259,-0.43225425,-0.018083666,0.37290746,-0.033469092,0.012960237,0.15625261,0.08532647,0.18855555,-0.06452834
2024.06.17,000033.SZ,-0.019211119,0.13119543,-0.15654035,-0.29479006,0.12261401,0.21120107,-0.26941833,-0.38983288,0.0203138,-0.11121667,0.4051093,0.42204013,-0.07162918,-0.5047986,-0.061882418,-0.29836747
2024.06.17,000034.SZ,-0.12013707,0.08335394,0.35934943,0.2906956,-0.010893867,-0.17321791,0.2174639,-0.56294584,-0.058917165,0.28605226,0.22479515,-0.17408477,-0.31682965,0.2535505,0.6070432,-0.06653533
2024.06.17,000035.SZ,-0.16725259,0.02768819,0.082659505,-0.2975781,-0.06862225,0.16065498,-0.38031682,-0.45395637,0.14130233,-0.14794968,0.42614096,0.32925794,-0.0190549,-0.45593715,0.09685433,-0.30466026
2024.06.17,000036.SZ,-0.0062311827,0.10124989,-0.072197765,-0.055086814,0.07450176,0.09116577,-0.12508374,-0.49806845,-0.068798676,0.014243684,0.33982563,0.26628077,-0.32280654,-0.32056013,0.2386148,-0.22905491
2024.06.17,000037.SZ,0.35297415,0.35988978,-0.39563927,-0.16480194,0.3742214,-0.20686954,-0.010691536,-0.4197941,-0.13439272,0.1986442,0.019239986,0.47502503,-0.20090729,-0.36244595,-0.092734225,-0.2023823
2024.06.17,000038.SZ,0.24509531,0.38215983,-0.21649808,-0.3140968,0.29699987,-0.1507613,-0.20434843,-0.42181584,0.022890797,0.032593656,0.13201953,0.39509147,0.002924703,-0.4873398,-0.12771137,-0.23384243
2024.06.17,000039.SZ,0.088236466,0.23878752,-0.13452473,-0.1681666,0.21176738,0.04453137,-0.14905849,-0.43405768,-0.02687442,0.008839783,0.2773882,0.31727007,-0.18544027,-0.39491132,0.060202893,-0.22617848
2024.06.17,000040.SZ,-0.090900764,-0.033372775,0.15961783,0.14011887,-0.07844947,-0.016412647,0.17318238,-0.5134157,-0.06720585,0.24630919,0.28763,0.120339826,-0.22604378,0.098477714,0.4200208,-0.20738351
2024.06.17,000041.SZ,0.21331517,0.26373833,-0.3635596,-0.26947343,0.2701716,-0.10378633,-0.27899835,-0.42658043,-0.06638036,0.012310176,0.15166064,0.52504367,-0.17628296,-0.49868602,-0.10545525,-0.25201842
2024.06.17,000042.SZ,-0.01543663,0.111826174,0.2442474,0.076970376,-0.06283785,-0.0074137095,0.15580115,-0.5655874,-0.02191908,0.17283194,0.31053767,-0.04389471,-0.19798699,-0.058680728,0.43453667,-0.22319932
2024.06.17,000043.SZ,0.040430028,0.1326118,0.2197974,0.10370235,-0.04085929,-0.17927395,0.1685241,-0.57466006,-0.039250895,0.25356135,0.19190957,-0.009322209,-0.17702177,0.027203314,0.44788507,-0.19789578
2024.06.17,000044.SZ,0.16250148,0.20522997,-0.08717041,-0.15341565,0.09705348,-0.112800166,-0.06145129,-0.50011235,-0.022740375,0.13687772,0.16765417,0.3176815,-0.083091386,-0.3093643,0.11998363,-0.30515465
2024.06.17,000045.SZ,0.18956068,0.29454464,-0.13800359,-0.23240392,0.22332785,-0.1721584,-0.09869313,-0.42742687,0.007892914,0.1363261,0.115510374,0.37386137,0.056417998,-0.33717278,-0.026143486,-0.26995385
2024.06.17,000046.SZ,-0.32642955,-0.12469647,0.23263246,-0.07103405,-0.18221271,0.14563774,-0.37034172,-0.52697796,0.08379689,-0.12534003,0.46419674,0.17777768,-0.2708264,-0.26582026,0.41810843,-0.22324416
2024.06.17,000047.SZ,0.19848244,0.19895051,-0.29308733,-0.2903647,0.15093903,-0.11735605,-0.28613436,-0.46193928,-0.019454567,0.038493507,0.13994114,0.5259915,-0.09929043,-0.4799247,-0.06703836,-0.33299112
2024.06.17,000048.SZ,0.35066423,0.44036943,-0.23959488,-0.23242351,0.36467868,-0.3239579,-0.05748718,-0.42801037,-0.024021776,0.19804962,-0.038144328,0.38318598,0.021411778,-0.3528807,-0.09324919,-0.21563353
2024.06.17,000049.SZ,-0.015439788,0.02812825,-0.09247416,-0.19357455,-0.023705719,0.042743817,-0.23577599,-0.48831424,-0.0033004296,0.009277774,0.3094937,0.40717223,-0.12434886,-0.3772783,0.13028271,-0.33602765
2024.06.17,000050.SZ,-0.08378627,-0.12279327,-0.35690796,-0.25493622,-0.05345014,0.40378264,-0.39734623,-0.4553771,-0.06614559,-0.22335695,0.5107734,0.5871092,-0.43901217,-0.5964409,-0.023562375,-0.3467887
2024.06.17,600000.SH,-0.4518492,-0.36364278,0.21749046,0.10558199,-0.33172596,0.053246994,-0.44692373,-0.5744546,0.023751251,-0.07571638,0.43646348,0.27166036,-0.5013501,-0.06038799,0.58403736,-0.15793492
2024.06.17,600001.SH,0.23550622,0.3160368,-0.096268706,-0.118804574,0.22199117,-0.3186172,-0.113604814,-0.4913734,0.005991514,0.19627465,-0.014927247,0.3108298,-0.14590436,-0.23398553,0.12944382,-0.20174551
2024.06.17,600002.SH,0.3113777,0.3303014,-0.31568012,-0.3412199,0.25124085,-0.2966488,-0.24845809,-0.4402486,0.017501252,0.12195363,-0.013249754,0.53931254,0.047147844,-0.4627252,-0.17373301,-0.30361095
2024.06.17,600003.SH,0.18410884,0.2763637,0.2063692,0.22564715,0.13191256,-0.43937826,0.335077,-0.55994606,-0.07438087,0.4462717,-0.06303735,-0.05814378,-0.17411202,0.26633832,0.4742521,-0.093495816
2024.06.17,600004.SH,-0.05716314,0.12596531,-0.027846899,-0.17712824,0.09931183,0.051464967,-0.25669682,-0.44487807,0.014667738,-0.040720895,0.33360663,0.3085465,-0.13465387,-0.36928287,0.14192607,-0.235208
2024.06.17,600005.SH,0.31307322,0.380145,-0.3059564,-0.17651859,0.35896724,-0.32314616,-0.1784576,-0.4400889,-0.057133153,0.15439835,-0.041512758,0.44182348,-0.20482199,-0.35178423,-0.030849589,-0.1613129
2024.06.17,600006.SH,-0.016086994,0.010785668,-0.041310746,0.021912502,-0.036614403,-0.12501155,-0.21650922,-0.57272774,-0.060051795,0.08485401,0.20895395,0.29973775,-0.42270008,-0.20822865,0.38213927,-0.212318
2024.06.17,600007.SH,0.029763011,0.11723036,0.12642805,0.27281561,0.106283836,-0.4436388,0.108048,-0.54547393,-0.09761809,0.39203617,-0.053555727,0.10750148,-0.35440102,0.2913222,0.5297948,-0.04619201
2024.06.17,600008.SH,-0.08312537,-0.09226564,-0.16403663,-0.06003451,-0.06993495,-0.064722106,-0.39906535,-0.54914147,-0.059817757,-0.018412674,0.25581047,0.46431005,-0.4575738,-0.32131582,0.3068119,-0.23639344
2024.06.17,600009.SH,0.10764443,0.21350761,0.056294672,0.102807954,0.16076125,-0.29828516,0.09158068,-0.50874966,-0.071381465,0.2970656,0.044394806,0.14473164,-0.2123262,0.04576934,0.36256668,-0.14599279
2024.06.17,600010.SH,-0.22908717,0.14789747,0.41613638,0.29368845,0.1304436,-0.07389906,0.22726123,-0.45989963,-0.026148316,0.22871509,0.31241083,-0.25416806,-0.27353173,0.29372638,0.5666409,0.0711639
2024.06.17,600011.SH,-0.27710733,-0.15136637,0.20270094,-0.057213888,-0.22672321,0.05598309,-0.36690554,-0.5591644,0.07344454,-0.06776931,0.39725652,0.22712727,-0.28879857,-0.2343709,0.4369479,-0.25691006
2024.06.17,600012.SH,-0.06748137,-0.0037424837,0.015488384,0.14416394,0.025433479,-0.38375193,-0.23778498,-0.5468668,-0.05780272,0.21645033,0.023357926,0.3053746,-0.4303357,0.07252494,0.4744391,-0.07794405
2024.06.17,600013.SH,0.15090168,0.28452882,-0.08017107,0.021216754,0.2722925,-0.30328327,-0.09157487,-0.48062474,-0.054151572,0.20652658,0.011947541,0.25429222,-0.30319795,-0.11797267,0.25626102,-0.10674245
2024.06.17,600014.SH,0.23096824,0.27399236,-0.030613331,0.097022444,0.20023502,-0.40069297,0.10781549,-0.53161114,-0.092326194,0.34461224,-0.0698539,0.19199958,-0.25121278,0.030166753,0.3294415,-0.14392793
2024.06.17,600015.SH,-0.08326414,-0.09077054,-0.34978232,-0.09776793,0.05983966,0.20897986,-0.33431605,-0.43911085,-0.13894269,-0.09162827,0.39502293,0.5558193,-0.49386522,-0.41672635,0.10663685,-0.22598949
2024.06.17,600016.SH,-0.49063778,-0.3703641,0.244975,-0.037334032,-0.37444437,0.35210505,-0.48849925,-0.5515624,0.08831751,-0.24330433,0.594134,0.25568786,-0.44415757,-0.29096782,0.49709582,-0.26259804
2024.06.17,600017.SH,-0.107962675,-0.057414915,-0.13413434,-0.20894657,-0.07502217,0.048445728,-0.4655062,-0.51696736,0.011867033,-0.1255204,0.3415826,0.47190642,-0.30888578,-0.46213844,0.18469827,-0.29428887
2024.06.17,600018.SH,0.20747599,0.32552734,-0.24619128,-0.15788049,0.3119849,-0.25694883,-0.19207005,-0.44149148,-0.06540527,0.097684555,0.06928658,0.39317256,-0.1985566,-0.3450129,0.029543808,-0.12904175
2024.06.17,600019.SH,0.26181546,0.4448943,-0.09491205,-0.18528946,0.37703422,-0.42103475,-0.049636196,-0.39941728,0.022204606,0.24421403,-0.075257875,0.29671097,0.12185357,-0.19966991,-0.012872097,-0.12862572
2024.06.17,600020.SH,0.0058530495,0.16386883,0.23644657,0.15224637,0.036234632,-0.20545481,0.11638524,-0.56134087,-0.033704862,0.24719825,0.16561231,-0.04053717,-0.25933427,0.06313594,0.4885579,-0.13859919
2024.06.17,600021.SH,0.07234673,0.07133188,-0.2711428,0.0019933928,0.16179349,-0.36621282,-0.2612262,-0.48433614,-0.11702276,0.19318591,-0.004648607,0.50998545,-0.37022492,-0.121074416,0.22283399,-0.115130164
2024.06.17,600022.SH,0.20358695,0.24184547,-0.3903705,-0.16110213,0.3058886,-0.038640764,-0.16152152,-0.40642026,-0.12743326,0.062199783,0.17273423,0.50809646,-0.30174488,-0.41478607,-0.05958284,-0.20712006
2024.06.17,600023.SH,0.17724909,0.3756111,-0.004387783,-0.12999621,0.2829617,-0.23760483,-0.07636,-0.44645694,0.03649706,0.14295086,0.07754844,0.19440073,-0.0814785,-0.2425668,0.11033109,-0.1370147
2024.06.17,600024.SH,-0.028895095,-0.0169929,-0.13835369,0.08465708,0.025970489,0.0024930337,-0.18116222,-0.5393871,-0.122290105,0.069727704,0.26068723,0.34055686,-0.5454697,-0.2012239,0.36854067,-0.18450268
2024.06.17,600025.SH,-0.009175803,-0.0074538253,-0.00047491488,0.19784738,0.006213093,-0.06509096,0.07802884,-0.5386088,-0.13248497,0.23546284,0.20648423,0.20796041,-0.46828675,0.045392733,0.4455388,-0.17574416
2024.06.17,600026.SH,-0.032406677,0.15933262,0.23466773,0.07687744,0.035111755,-0.055700682,0.037911344,-0.53272176,0.011586529,0.14562201,0.25859335,-0.02015854,-0.2608531,-0.05726624,0.4250986,-0.16109058
2024.06.17,600027.SH,0.018890606,0.17481855,0.22924936,0.087818205,-0.012243046,-0.040783316,0.2572675,-0.5525887,-0.047053136,0.1927158,0.31660745,-0.0934705,-0.17686883,-0.03061127,0.39572865,-0.1309602
2024.06.17,600028.SH,0.1147533,0.2369308,-0.28539348,-0.36430135,0.22669053,0.0037621418,-0.3585984,-0.38582963,0.017047519,-0.08013241,0.25264564,0.52066135,-0.02342255,-0.5564324,-0.17025568,-0.28699818
2024.06.17,600029.SH,0.15362157,0.24969473,-0.2662099,-0.40509802,0.19646026,0.025025662,-0.30021903,-0.38363153,0.046343323,-0.054129593,0.2528836,0.5197421,0.08739374,-0.56551695,-0.22750162,-0.33836055
2024.06.17,600030.SH,-0.12851977,-0.119168,-0.006636075,-0.04185963,-0.18049863,0.21859305,-0.17123596,-0.56170505,-0.062179,-0.04281456,0.45327258,0.283926,-0.38011774,-0.33143407,0.34068152,-0.31216604
2024.06.17,600031.SH,0.09022209,0.10744085,-0.21744432,-0.42903575,-0.022627514,0.252235,-0.245308,-0.44320008,0.05378386,-0.121445306,0.42318565,0.50283384,0.08173999,-0.621641,-0.20611349,-0.4364462
2024.06.17,600032.SH,-0.20915842,-0.17449294,-0.10491704,-0.16520633,-0.15311337,0.10138316,-0.49515328,-0.5211101,0.0034198852,-0.14330058,0.39086074,0.48630986,-0.36028218,-0.4187729,0.25704506,-0.29739216
2024.06.17,600033.SH,-0.32114777,-0.022132477,0.24590744,0.20572507,0.05232929,0.0065917163,-0.19521554,-0.47743893,-0.018463947,0.027047709,0.35972494,0.026203638,-0.48501977,0.060668193,0.54393184,0.026934035
2024.06.17,600034.SH,-0.04947207,0.12781183,-0.095434114,-0.36074317,0.060780033,0.23154078,-0.37296498,-0.4120134,0.10020209,-0.1885547,0.42967162,0.40977418,-0.05421353,-0.5694996,-0.07520392,-0.31065372
2024.06.17,600035.SH,-0.15651336,-0.14413412,-0.015966533,-0.10266708,-0.17451417,0.17923743,-0.31507096,-0.53589207,0.005397204,-0.059067737,0.40279132,0.38099664,-0.34447193,-0.3470506,0.29750532,-0.34529135
2024.06.17,600036.SH,0.093337014,0.12562692,-0.08256794,-0.3599519,-0.05554951,0.16303083,-0.1287263,-0.47681808,0.06656661,-0.030632133,0.37919012,0.38683543,0.11779645,-0.5208457,-0.08644116,-0.41739988
2024.06.17,600037.SH,0.29366973,0.35698086,-0.12942846,-0.09421698,0.26885888,-0.28300878,0.11048571,-0.46801794,-0.06810922,0.2723538,0.012741145,0.27361125,-0.03432869,-0.1896574,0.080302335,-0.22132136
2024.06.17,600038.SH,0.19410358,0.28866437,-0.23721461,-0.07651987,0.31457582,-0.35052222,-0.14230342,-0.4404149,-0.0938303,0.19755687,-0.012942009,0.40764195,-0.1977903,-0.2025864,0.10271009,-0.120309226
2024.06.17,600039.SH,0.15018986,0.14979729,-0.26530257,-0.32602665,0.08235952,-0.08174752,-0.36623514,-0.47663623,0.027162252,-0.012885338,0.1738558,0.5424381,-0.10374625,-0.51802075,-0.06317041,-0.35756657
2024.06.17,600040.SH,0.23371314,0.22568195,-0.22723874,-0.19932415,0.13128895,-0.11046248,-0.045025114,-0.49067032,-0.0744481,0.12649935,0.16668391,0.40357047,-0.08246576,-0.3837367,0.009582301,-0.30554846
2024.06.17,600041.SH,0.006007346,0.044865265,1.0207295e-05,-0.09328476,-0.080855705,0.13892487,-0.019980036,-0.5420368,-0.051894773,0.031762645,0.39310992,0.22323716,-0.20898296,-0.33028123,0.24097328,-0.3094095
2024.06.17,600042.SH,-0.003508017,0.059870053,-0.084412284,-0.13716309,0.045131233,-0.13153876,-0.19561625,-0.46360436,-0.016654752,0.1063737,0.19804639,0.4072069,-0.08561158,-0.23367642,0.1531849,-0.25887066
2024.06.17,600043.SH,-0.11720001,0.026752003,0.20793682,0.07561915,-0.06590917,0.08867948,-0.023165422,-0.5417866,-0.0060186274,0.08019315,0.35803503,0.0464012,-0.32902285,-0.109239064,0.44437656,-0.21799038
2024.06.17,600044.SH,0.25251094,0.27251628,-0.066587225,-0.006911738,0.15587206,-0.3121487,0.02930621,-0.53957146,-0.04629827,0.2659302,-0.012785275,0.24376224,-0.24556383,-0.13201274,0.2428375,-0.20529366
2024.06.17,600045.SH,0.106722854,0.31114522,-0.08512592,-0.113578744,0.30435553,-0.12000358,-0.11179596,-0.4035235,-0.014315389,0.09854711,0.15942715,0.27158436,-0.14523393,-0.2641196,0.09109607,-0.14291829
2024.06.17,600046.SH,0.29039943,0.41569546,-0.19075094,-0.25579718,0.3479374,-0.36465347,-0.0955445,-0.40249622,0.009258809,0.2012215,-0.040049147,0.39390987,0.13168724,-0.31160924,-0.10117643,-0.19965203
2024.06.17,600047.SH,-0.21290842,-0.16779745,0.24278569,-0.002523402,-0.31259573,0.20508984,-0.090403445,-0.59319985,0.021022564,0.004123834,0.4731245,0.112931766,-0.26472983,-0.19755597,0.45732838,-0.33433813
2024.06.17,600048.SH,0.12946546,0.24291041,0.011803645,0.0018340924,0.1465745,-0.17612198,0.121341705,-0.5049386,-0.0819473,0.2167916,0.16921417,0.14129864,-0.13221288,-0.12382628,0.25643307,-0.17453542
2024.06.17,600049.SH,0.017337,0.037936762,0.09091652,0.20243898,-0.017891554,-0.18146613,0.059667792,-0.5668133,-0.05808277,0.26410455,0.12139177,0.14428118,-0.47156847,0.098136626,0.4764265,-0.13325073
2024.06.18,000001.SZ,0.08003036,0.12160574,0.11536951,0.10668485,0.017895486,-0.21518397,0.1942982,-0.53656673,-0.06548514,0.31838974,0.12001472,0.11909745,-0.15992941,0.07595351,0.3827103,-0.21543556
2024.06.18,000002.SZ,0.2927585,0.3268733,-0.22118914,-0.032086708,0.29228678,-0.279402,0.11056663,-0.46849093,-0.1373969,0.2729805,0.015553606,0.31928712,-0.17889246,-0.17081152,0.10396972,-0.17273013
2024.06.18,000003.SZ,0.061831243,0.20983282,-0.1548842,-0.17389894,0.20647812,0.09330123,-0.19176002,-0.41952556,-0.0155524155,-0.019738467,0.29793805,0.35214332,-0.23291385,-0.40968552,0.042038806,-0.22438246
2024.06.18,000004.SZ,-0.17142907,-0.13931167,0.056785733,0.061563686,-0.1505149,-0.11283703,-0.290595,-0.5726756,-0.033223473,0.073768824,0.25012246,0.3091467,-0.4135598,-0.108173236,0.46999025,-0.21992974
2024.06.18,000005.SZ,-0.47465584,-0.29665115,0.3553881,-0.06259261,-0.36234227,0.30419716,-0.40356678,-0.5422588,0.13831715,-0.19593453,0.5812475,0.14219742,-0.2841539,-0.2404688,0.483609,-0.2533871
2024.06.18,000006.SZ,-0.45752192,-0.30481938,0.24776407,-0.1436045,-0.35382622,0.4155839,-0.44982988,-0.5310489,0.11274054,-0.2794786,0.6338786,0.2323218,-0.30637312,-0.39155757,0.39700183,-0.2990764
2024.06.18,000007.SZ,-0.38070786,-0.22789752,0.48326534,0.34110913,-0.2949473,0.030803822,0.13394602,-0.5933482,-0.026648285,0.20252457,0.41723543,-0.17857617,-0.38263306,0.32129747,0.7058217,-0.1150779
2024.06.18,000008.SZ,0.23591346,0.33567953,-0.08304939,-0.19640884,0.22252607,-0.4132526,-0.14503546,-0.4695936,0.061343197,0.22205684,-0.0727366,0.35747325,0.030193957,-0.22725247,0.043731187,-0.19711845
2024.06.18,000009.SZ,0.28246713,0.3023082,-0.33469564,-0.23562685,0.27967778,-0.30816165,-0.21006727,-0.44618672,-0.061716206,0.14582036,-0.007894561,0.51540613,-0.09098685,-0.387425,-0.06985245,-0.24097487
2024.06.18,000010.SZ,0.16977337,0.24477649,-0.08298182,-0.2828472,0.097054906,-0.12540959,-0.17626022,-0.48177195,0.055903435,0.07075417,0.166419,0.36232674,0.051469516,-0.41571876,0.002278622,-0.3284625
2024.06.18,000011.SZ,-0.086155966,-0.067989364,0.09949557,0.05646434,-0.13363007,-0.040961146,-0.07548568,-0.5604573,-0.03214168,0.15040621,0.26434028,0.22893745,-0.3001951,-0.07849617,0.42322943,-0.27872863
2024.06.18,000012.SZ,0.08644602,0.09973723,-0.29349694,-0.09260645,0.17041343,-0.18880686,-0.29224205,-0.46810436,-0.10112569,0.090989456,0.10977184,0.5126681,-0.33979002,-0.2972985,0.13509405,-0.20442367
2024.06.18,000013.SZ,-0.27972728,0.0040420373,0.2428842,0.2213894,0.058062922,-0.07140363,-0.1688909,-0.4983655,-0.030241286,0.06909221,0.3081455,0.0151303485,-0.480702,0.08743762,0.5594424,0.027436875
2024.06.18,000014.SZ,0.13761272,0.20789832,-0.020626837,-0.049788445,0.09691662,-0.25892887,-0.07371062,-0.5370048,-0.035889708,0.17948554,0.09344543,0.24112445,-0.18638769,-0.19003636,0.26395848,-0.21025923
2024.06.18,000015.SZ,-0.1448877,-0.07508809,0.29111424,0.19596517,-0.21981351,0.04460168,0.16423127,-0.6090869,-0.06421834,0.17365584,0.3820135,-0.06331853,-0.35123238,0.05450052,0.5655028,-0.2019575
2024.06.18,000016.SZ,0.046615377,0.12770149,-0.17377985,0.034207173,0.17625938,-0.20670648,-0.19678918,-0.4989347,-0.11730415,0.11835195,0.12921749,0.3569376,-0.42405382,-0.18103577,0.28699473,-0.10822986
